Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
TLC,THE LOTTERY CORPORATION LTD,Consumer Discretionary,Equity,17580361.93,0.0127,17580361.93,4319495,4.07,Australia,Asx - All Markets,AUD
CARL B,CARLSBERG AS CL B,Consumer Staples,Equity,17522131.7,0.01266,17522131.7,135392,129.42,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
ACM,AECOM,Industrials,Equity,17473553.28,0.01262,17473553.28,205668,84.96,United States,New York Stock Exchange Inc.,USD
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,17430556.85,0.01259,17430556.85,1016359,17.15,United States,NASDAQ,USD
9502,CHUBU ELECTRIC POWER INC,Utilities,Equity,17318396.96,0.01251,17318396.96,1028425,16.84,Japan,Tokyo Stock Exchange,JPY
ATRL,ATKINSREALIS GROUP INC,Industrials,Equity,17321873.32,0.01251,17321873.32,264439,65.5,Canada,Toronto Stock Exchange,CAD
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Equity,17162964.72,0.0124,17162964.72,4206609,4.08,Singapore,NASDAQ,USD
FRES,FRESNILLO PLC,Materials,Equity,17087740.11,0.01234,17087740.11,352259,48.51,United Kingdom,London Stock Exchange,GBP
DAL,DELTA AIR LINES INC,Industrials,Equity,17051101.28,0.01232,17051101.28,242824,70.22,United States,New York Stock Exchange Inc.,USD
MAERSK B,A P MOLLER MAERSK B,Industrials,Equity,17037814.21,0.01231,17037814.21,7228,2357.2,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
S68,SINGAPORE EXCHANGE LTD,Financials,Equity,16817790.09,0.01215,16817790.09,990126,16.99,Singapore,Singapore Exchange,SGD
TFII,TFI INTERNATIONAL INC,Industrials,Equity,16800172.64,0.01214,16800172.64,123987,135.5,Canada,Toronto Stock Exchange,CAD
CA,CARREFOUR SA,Consumer Staples,Equity,16774254.35,0.01212,16774254.35,854191,19.64,France,Nyse Euronext - Euronext Paris,EUR
MOWI,MOWI,Consumer Staples,Equity,16776027.96,0.01212,16776027.96,759998,22.07,Norway,Oslo Bors Asa,NOK
7733,OLYMPUS CORP,Health Care,Equity,16697618.97,0.01206,16697618.97,1700000,9.82,Japan,Tokyo Stock Exchange,JPY
X,TMX GROUP LTD,Financials,Equity,16593082.19,0.01199,16593082.19,420277,39.48,Canada,Toronto Stock Exchange,CAD
UNI,UNIPOL ASSICURAZIONI SPA,Financials,Equity,16502040.64,0.01192,16502040.64,621323,26.56,Italy,Borsa Italiana,EUR
UDR,UDR REIT INC,Real Estate,Equity,16386101.16,0.01184,16386101.16,468442,34.98,United States,New York Stock Exchange Inc.,USD
TTD,TRADE DESK INC CLASS A,Communication,Equity,16300436,0.01177,16300436,702605,23.2,United States,NASDAQ,USD
PSON,PEARSON PLC,Consumer Discretionary,Equity,16234143.86,0.01173,16234143.86,1101533,14.74,United Kingdom,London Stock Exchange,GBP
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,16242790.08,0.01173,16242790.08,180958,89.76,United States,New York Stock Exchange Inc.,USD
FUTU,FUTU HOLDINGS ADR LTD,Financials,Equity,16223036.3,0.01172,16223036.3,99742,162.65,Hong Kong,NASDAQ,USD
MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,Equity,16183668.53,0.01169,16183668.53,202343,79.98,Israel,Tel Aviv Stock Exchange,ILS
ERF,EUROFINS SCIENTIFIC,Health Care,Equity,16189724.99,0.01169,16189724.99,198618,81.51,France,Nyse Euronext - Euronext Paris,EUR
9042,HANKYU HANSHIN HOLDINGS INC,Industrials,Equity,16080308.69,0.01162,16080308.69,543000,29.61,Japan,Tokyo Stock Exchange,JPY
CICT,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,Equity,16004284.32,0.01156,16004284.32,8247390,1.94,Singapore,Singapore Exchange,SGD
AKZA,AKZO NOBEL NV,Materials,Equity,15953188.4,0.01152,15953188.4,260055,61.35,Netherlands,Euronext Amsterdam,EUR
EVO,EVOLUTION,Consumer Discretionary,Equity,15900467.02,0.01149,15900467.02,227932,69.76,Sweden,Nasdaq Omx Nordic,SEK
IAG,IA FINANCIAL INC,Financials,Equity,15834779.36,0.01144,15834779.36,124553,127.13,Canada,Toronto Stock Exchange,CAD
288,WH GROUP LTD,Consumer Staples,Equity,15749010.54,0.01138,15749010.54,11397000,1.38,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity,15742761.06,0.01137,15742761.06,1459014,10.79,United States,New York Stock Exchange Inc.,USD
MAERSK A,A P MOLLER MAERSK,Industrials,Equity,15638685.38,0.0113,15638685.38,6679,2341.47,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
CAD,CAD CASH,Cash and/or Derivatives,Cash,15543599.63,0.01123,15543599.63,21216236,73.26,Canada,--,CAD
ADDT B,ADDTECH CLASS B,Industrials,Equity,15454975.75,0.01116,15454975.75,408084,37.87,Sweden,Nasdaq Omx Nordic,SEK
FME,FRESENIUS MEDICAL CARE AG,Health Care,Equity,15376826.84,0.01111,15376826.84,330415,46.54,Germany,Xetra,EUR
ALA,ALTAGAS LTD,Utilities,Equity,15361802.53,0.0111,15361802.53,429498,35.77,Canada,Toronto Stock Exchange,CAD
RXL,REXEL SA,Industrials,Equity,15341281.74,0.01108,15341281.74,355216,43.19,France,Nyse Euronext - Euronext Paris,EUR
4523,EISAI LTD,Health Care,Equity,15320294.38,0.01107,15320294.38,502640,30.48,Japan,Tokyo Stock Exchange,JPY
STN,STANTEC INC,Industrials,Equity,15330550.37,0.01107,15330550.37,169423,90.49,Canada,Toronto Stock Exchange,CAD
LIFCO B,LIFCO CLASS B,Industrials,Equity,15296756.31,0.01105,15296756.31,441876,34.62,Sweden,Nasdaq Omx Nordic,SEK
MNG,M&G PLC,Financials,Equity,15298070.72,0.01105,15298070.72,3889002,3.93,United Kingdom,London Stock Exchange,GBP
3402,TORAY INDUSTRIES INC,Materials,Equity,15278302.13,0.01104,15278302.13,2126753,7.18,Japan,Tokyo Stock Exchange,JPY
MKS,MARKS AND SPENCER GROUP PLC,Consumer Staples,Equity,15103622.24,0.01091,15103622.24,3176823,4.75,United Kingdom,London Stock Exchange,GBP
NWSA,NEWS CORP CLASS A,Communication,Equity,15109439.48,0.01091,15109439.48,571894,26.42,United States,NASDAQ,USD
QIA,QIAGEN NV,Health Care,Equity,15067296.41,0.01088,15067296.41,370497,40.67,Germany,Xetra,EUR
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,14947477.27,0.0108,14947477.27,650173,22.99,United States,NASDAQ,USD
KGF,KINGFISHER PLC,Consumer Discretionary,Equity,14954103.85,0.0108,14954103.85,3680234,4.06,United Kingdom,London Stock Exchange,GBP
SIG,SIGMA HEALTHCARE LTD,Health Care,Equity,14931458.84,0.01079,14931458.84,7337319,2.03,Australia,Asx - All Markets,AUD
MRO,MELROSE INDUSTRIES PLC,Industrials,Equity,14870643.46,0.01074,14870643.46,2067686,7.19,United Kingdom,London Stock Exchange,GBP
66,MTR CORPORATION CORP LTD,Industrials,Equity,14800090.68,0.01069,14800090.68,3320500,4.46,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SOLV,SOLVENTUM CORP,Health Care,Equity,14763787.17,0.01066,14763787.17,214061,68.97,United States,New York Stock Exchange Inc.,USD
SKF B,SKF B,Industrials,Equity,14730999.78,0.01064,14730999.78,562527,26.19,Sweden,Nasdaq Omx Nordic,SEK
XRO,XERO LTD,Information Technology,Equity,14642511.36,0.01058,14642511.36,246261,59.46,Australia,Asx - All Markets,AUD
BNR,BRENNTAG,Industrials,Equity,14581135.87,0.01053,14581135.87,205488,70.96,Germany,Xetra,EUR
BEAN,BELIMO N AG,Industrials,Equity,14527163.38,0.01049,14527163.38,15636,929.08,Switzerland,SIX Swiss Exchange,CHF
OMV,OMV AG,Energy,Equity,14490637.19,0.01047,14490637.19,213328,67.93,Austria,Wiener Boerse Ag,EUR
3,HONG KONG AND CHINA GAS LTD,Utilities,Equity,14255706.31,0.0103,14255706.31,15332815,0.93,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Equity,14166836.78,0.01023,14166836.78,597929,23.69,Canada,Toronto Stock Exchange,CAD
TREL B,TRELLEBORG B,Industrials,Equity,14089973.41,0.01018,14089973.41,336000,41.93,Sweden,Nasdaq Omx Nordic,SEK
EXO,EXOR NV,Financials,Equity,14062784.01,0.01016,14062784.01,170947,82.26,Netherlands,Euronext Amsterdam,EUR
7911,TOPPAN HOLDINGS INC,Industrials,Equity,14052002.07,0.01015,14052002.07,483210,29.08,Japan,Tokyo Stock Exchange,JPY
1803,SHIMIZU CORP,Industrials,Equity,13975913.04,0.0101,13975913.04,803300,17.4,Japan,Tokyo Stock Exchange,JPY
4684,OBIC LTD,Information Technology,Equity,13986932.52,0.0101,13986932.52,538220,25.99,Japan,Tokyo Stock Exchange,JPY
WISE,WISE PLC CLASS A,Financials,Equity,13845888.97,0.01,13845888.97,940345,14.72,United Kingdom,London Stock Exchange,GBP
ITRK,INTERTEK GROUP PLC,Industrials,Equity,13816424.91,0.00998,13816424.91,209075,66.08,United Kingdom,London Stock Exchange,GBP
5019,IDEMITSU KOSAN LTD,Energy,Equity,13754741.38,0.00994,13754741.38,1553170,8.86,Japan,Tokyo Stock Exchange,JPY
AC,ACCOR SA,Consumer Discretionary,Equity,13759631.44,0.00994,13759631.44,264058,52.11,France,Nyse Euronext - Euronext Paris,EUR
BCP,BANCO COMERCIAL PORTUGUES SA,Financials,Equity,13674431.7,0.00988,13674431.7,13246623,1.03,Portugal,Nyse Euronext - Euronext Lisbon,EUR
4911,SHISEIDO LTD,Consumer Staples,Equity,13643965.99,0.00986,13643965.99,693445,19.68,Japan,Tokyo Stock Exchange,JPY
LI,KLEPIERRE REIT SA,Real Estate,Equity,13554514.05,0.00979,13554514.05,329914,41.08,France,Nyse Euronext - Euronext Paris,EUR
HEIO,HEINEKEN HOLDING NV,Consumer Staples,Equity,13537982.47,0.00978,13537982.47,185952,72.8,Netherlands,Euronext Amsterdam,EUR
7186,YOKOHAMA FINANCIAL GROUP INC,Financials,Equity,13543874.89,0.00978,13543874.89,1471500,9.2,Japan,Tokyo Stock Exchange,JPY
TLX,TALANX AG,Financials,Equity,13447178.52,0.00971,13447178.52,96317,139.61,Germany,Xetra,EUR
SKA B,SKANSKA B,Industrials,Equity,13419405.8,0.00969,13419405.8,479639,27.98,Sweden,Nasdaq Omx Nordic,SEK
BEI,BEIERSDORF AG,Consumer Staples,Equity,13385038.76,0.00967,13385038.76,152471,87.79,Germany,Xetra,EUR
9697,CAPCOM LTD,Communication,Equity,13367286.76,0.00966,13367286.76,601000,22.24,Japan,Tokyo Stock Exchange,JPY
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,13329760.53,0.00963,13329760.53,140552,94.84,Belgium,Nyse Euronext - Euronext Brussels,EUR
TRYG,TRYG,Financials,Equity,13312325.75,0.00962,13312325.75,537501,24.77,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
4188,MITSUBISHI CHEMICAL GROUP CORP,Materials,Equity,13165050.42,0.00951,13165050.42,2164770,6.08,Japan,Tokyo Stock Exchange,JPY
KEY,KEYERA CORP,Energy,Equity,13170683.56,0.00951,13170683.56,362373,36.35,Canada,Toronto Stock Exchange,CAD
WTB,WHITBREAD PLC,Consumer Discretionary,Equity,13145775.49,0.0095,13145775.49,396556,33.15,United Kingdom,London Stock Exchange,GBP
HOT,HOCHTIEF AG,Industrials,Equity,13151153.63,0.0095,13151153.63,24736,531.66,Germany,Xetra,EUR
LUG,LUNDIN GOLD INC,Materials,Equity,13143125.83,0.00949,13143125.83,172630,76.13,Canada,Toronto Stock Exchange,CAD
FOX,FOX CORP CLASS B,Communication,Equity,13130534.46,0.00948,13130534.46,227842,57.63,United States,NASDAQ,USD
BS6,YANGZIJIANG SHIPBUILDING (HOLDINGS,Industrials,Equity,13106320.46,0.00947,13106320.46,3991000,3.28,Singapore,Singapore Exchange,SGD
7270,SUBARU CORP,Consumer Discretionary,Equity,13060143.05,0.00943,13060143.05,809800,16.13,Japan,Tokyo Stock Exchange,JPY
PNDORA,PANDORA,Consumer Discretionary,Equity,13025125.42,0.00941,13025125.42,157952,82.46,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
MPL,MEDIBANK PRIVATE LTD,Financials,Equity,13026441.91,0.00941,13026441.91,3892803,3.35,Australia,Asx - All Markets,AUD
COH,COCHLEAR LTD,Health Care,Equity,12973816.52,0.00937,12973816.52,107812,120.34,Australia,Asx - All Markets,AUD
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,12940417.3,0.00935,12940417.3,203961,63.45,Canada,Toronto Stock Exchange,CAD
COLO B,COLOPLAST B,Health Care,Equity,12873641.01,0.0093,12873641.01,191188,67.33,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
SOBI,SWEDISH ORPHAN BIOVITRUM,Health Care,Equity,12878106.64,0.0093,12878106.64,286369,44.97,Sweden,Nasdaq Omx Nordic,SEK
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,12823256.96,0.00926,12823256.96,75104,170.74,United States,New York Stock Exchange Inc.,USD
8593,MITSUBISHI HC CAPITAL INC,Financials,Equity,12823625.81,0.00926,12823625.81,1427300,8.98,Japan,Tokyo Stock Exchange,JPY
6479,MINEBEA MITSUMI INC,Industrials,Equity,12761439.28,0.00922,12761439.28,650250,19.63,Japan,Tokyo Stock Exchange,JPY
KBX,KNORR BREMSE AG,Industrials,Equity,12712572.28,0.00918,12712572.28,106891,118.93,Germany,Xetra,EUR
EMSN,EMS-CHEMIE HOLDING AG,Materials,Equity,12692389.07,0.00917,12692389.07,14850,854.71,Switzerland,SIX Swiss Exchange,CHF
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,12693822.57,0.00917,12693822.57,130689,97.13,United States,NASDAQ,USD
GET,GETLINK,Industrials,Equity,12675567.12,0.00916,12675567.12,554544,22.86,France,Nyse Euronext - Euronext Paris,EUR
ELI,ELIA GROUP SA,Utilities,Equity,12673098.26,0.00915,12673098.26,78200,162.06,Belgium,Nyse Euronext - Euronext Brussels,EUR
ORK,ORKLA,Consumer Staples,Equity,12618626.38,0.00912,12618626.38,986407,12.79,Norway,Oslo Bors Asa,NOK
REA,REA GROUP LTD,Communication,Equity,12628521.83,0.00912,12628521.83,99887,126.43,Australia,Asx - All Markets,AUD
7735,SCREEN HOLDINGS LTD,Information Technology,Equity,12473319.32,0.00901,12473319.32,185800,67.13,Japan,Tokyo Stock Exchange,JPY
ABF,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,Equity,12421796.99,0.00897,12421796.99,501256,24.78,United Kingdom,London Stock Exchange,GBP
8113,UNICHARM CORP,Consumer Staples,Equity,12422524.08,0.00897,12422524.08,2037000,6.1,Japan,Tokyo Stock Exchange,JPY
SGH,SGH LTD,Industrials,Equity,12393682.4,0.00895,12393682.4,414780,29.88,Australia,Asx - All Markets,AUD
EPI B,EPIROC CLASS B,Industrials,Equity,12327235,0.0089,12327235,520675,23.68,Sweden,Nasdaq Omx Nordic,SEK
ORNBV,ORION CLASS B,Health Care,Equity,12239264.24,0.00884,12239264.24,141792,86.32,Finland,Nasdaq Omx Helsinki Ltd.,EUR
9021,WEST JAPAN RAILWAY,Industrials,Equity,12205373.35,0.00882,12205373.35,639078,19.1,Japan,Tokyo Stock Exchange,JPY
SECU B,SECURITAS B,Industrials,Equity,12080757.88,0.00873,12080757.88,658484,18.35,Sweden,Nasdaq Omx Nordic,SEK
3659,NEXON LTD,Communication,Equity,12073288.99,0.00872,12073288.99,693942,17.4,Japan,Tokyo Stock Exchange,JPY
SHL,SONIC HEALTHCARE LTD,Health Care,Equity,12074755.09,0.00872,12074755.09,836705,14.43,Australia,Asx - All Markets,AUD
4755,RAKUTEN GROUP INC,Consumer Discretionary,Equity,12010399.63,0.00868,12010399.63,2366812,5.07,Japan,Tokyo Stock Exchange,JPY
WTC,WISETECH GLOBAL LTD,Information Technology,Equity,11991133.88,0.00866,11991133.88,367066,32.67,Australia,Asx - All Markets,AUD
7912,DAI NIPPON PRINTING LTD,Industrials,Equity,11946253.11,0.00863,11946253.11,627986,19.02,Japan,Tokyo Stock Exchange,JPY
IG,ITALGAS,Utilities,Equity,11818989.22,0.00854,11818989.22,976408,12.1,Italy,Borsa Italiana,EUR
C6L,SINGAPORE AIRLINES LTD,Industrials,Equity,11753102.21,0.00849,11753102.21,2290955,5.13,Singapore,Singapore Exchange,SGD
CON,CONTINENTAL AG,Consumer Discretionary,Equity,11706688.99,0.00846,11706688.99,151160,77.45,Germany,Xetra,EUR
HEN,HENKEL AG,Consumer Staples,Equity,11677078.06,0.00844,11677078.06,161565,72.27,Germany,Xetra,EUR
INDU A,INDUSTRIVARDEN A,Financials,Equity,11614914.23,0.00839,11614914.23,214521,54.14,Sweden,Nasdaq Omx Nordic,SEK
H78,HONGKONG LAND HOLDINGS LTD,Real Estate,Equity,11551693.88,0.00834,11551693.88,1465951,7.88,Hong Kong,Singapore Exchange,USD
7202,ISUZU MOTORS LTD,Consumer Discretionary,Equity,11524246.32,0.00832,11524246.32,776000,14.85,Japan,Tokyo Stock Exchange,JPY
2801,KIKKOMAN CORP,Consumer Staples,Equity,11417542.43,0.00825,11417542.43,1230000,9.28,Japan,Tokyo Stock Exchange,JPY
AM,DASSAULT AVIATION SA,Industrials,Equity,11364744.57,0.00821,11364744.57,31015,366.43,France,Nyse Euronext - Euronext Paris,EUR
SBRY,SAINSBURY(J) PLC,Consumer Staples,Equity,11337366.09,0.00819,11337366.09,2390420,4.74,United Kingdom,London Stock Exchange,GBP
3626,TIS INC,Information Technology,Equity,11319810.52,0.00818,11319810.52,498400,22.71,Japan,Tokyo Stock Exchange,JPY
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,11324078.79,0.00818,11324078.79,81373,139.16,Canada,Toronto Stock Exchange,CAD
RNO,RENAULT SA,Consumer Discretionary,Equity,11251420.03,0.00813,11251420.03,303938,37.02,France,Nyse Euronext - Euronext Paris,EUR
INDU C,INDUSTRIVARDEN SERIES,Financials,Equity,11196982.9,0.00809,11196982.9,208230,53.77,Sweden,Nasdaq Omx Nordic,SEK
INDT,INDUTRADE,Industrials,Equity,11169162.06,0.00807,11169162.06,405542,27.54,Sweden,Nasdaq Omx Nordic,SEK
CLAR,CAPITALAND ASCENDAS REIT,Real Estate,Equity,11140395.55,0.00805,11140395.55,5539083,2.01,Singapore,Singapore Exchange,SGD
JMT,JERONIMO MARTINS SA,Consumer Staples,Equity,11114196.07,0.00803,11114196.07,458646,24.23,Portugal,Nyse Euronext - Euronext Lisbon,EUR
OKLO,OKLO INC CLASS A,Utilities,Equity,11071013.25,0.008,11071013.25,176825,62.61,United States,New York Stock Exchange Inc.,USD
NICE,NICE LTD,Information Technology,Equity,11075081.3,0.008,11075081.3,106105,104.38,Israel,Tel Aviv Stock Exchange,ILS
SCA B,SVENSKA CELLULOSA B,Materials,Equity,11000341.54,0.00795,11000341.54,922030,11.93,Sweden,Nasdaq Omx Nordic,SEK
27,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,Equity,10987513.63,0.00794,10987513.63,2469368,4.45,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
ERIE,ERIE INDEMNITY CLASS A,Financials,Equity,10971397,0.00793,10971397,43220,253.85,United States,NASDAQ,USD
RBI,RAIFFEISEN BANK INTERNATIONAL AG,Financials,Equity,10955738.54,0.00791,10955738.54,209965,52.18,Austria,Wiener Boerse Ag,EUR
ASX,ASX LTD,Financials,Equity,10889101.95,0.00787,10889101.95,254976,42.71,Australia,Asx - All Markets,AUD
7701,SHIMADZU CORP,Information Technology,Equity,10882754.78,0.00786,10882754.78,466151,23.35,Japan,Tokyo Stock Exchange,JPY
SOL,WASHINGTON H SOUL PATTINSON & COMP,Financials,Equity,10883486.37,0.00786,10883486.37,358902,30.32,Australia,Asx - All Markets,AUD
LHA,DEUTSCHE LUFTHANSA AG,Industrials,Equity,10824281.3,0.00782,10824281.3,1195559,9.05,Germany,Xetra,EUR
12,HENDERSON LAND DEVELOPMENT LTD,Real Estate,Equity,10765829.21,0.00778,10765829.21,2745830,3.92,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
MICC,MAGNUM ICE CREAM NV,Consumer Staples,Equity,10760056.89,0.00777,10760056.89,791078,13.6,Netherlands,Euronext Amsterdam,EUR
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,10682562.07,0.00772,10682562.07,140406,76.08,Canada,Toronto Stock Exchange,CAD
4689,LY CORP,Communication,Equity,10688733.07,0.00772,10688733.07,3945400,2.71,Japan,Tokyo Stock Exchange,JPY
8951,NIPPON BUILDING FUND REIT INC,Real Estate,Equity,10620638.08,0.00767,10620638.08,12456,852.65,Japan,Tokyo Stock Exchange,JPY
SRT3,SARTORIUS PREF AG,Health Care,Equity,10599576.55,0.00766,10599576.55,36995,286.51,Germany,Xetra,EUR
PAH3,PORSCHE AUTOMOBIL HOLDING PREF,Consumer Discretionary,Equity,10601266.01,0.00766,10601266.01,273441,38.77,Germany,Xetra,EUR
7309,SHIMANO INC,Consumer Discretionary,Equity,10584322.71,0.00765,10584322.71,98395,107.57,Japan,Tokyo Stock Exchange,JPY
6823,HKT TRUST AND HKT UNITS LTD,Communication,Equity,10591098.94,0.00765,10591098.94,6571223,1.61,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
8331,CHIBA BANK LTD,Financials,Equity,10526180,0.0076,10526180,806400,13.05,Japan,Tokyo Stock Exchange,JPY
IAG,INTERNATIONAL AIRLINES GROUP SA,Industrials,Equity,10504622.26,0.00759,10504622.26,1981508,5.3,Spain,Bolsa De Madrid,EUR
TIT,TELECOM ITALIA,Communication,Equity,10468873.42,0.00756,10468873.42,13497217,0.78,Italy,Borsa Italiana,EUR
IFT,INFRATIL LTD,Financials,Equity,10362751.59,0.00749,10362751.59,1423768,7.28,New Zealand,New Zealand Exchange Ltd,NZD
9843,NITORI HOLDINGS LTD,Consumer Discretionary,Equity,10306628.98,0.00745,10306628.98,672420,15.33,Japan,Tokyo Stock Exchange,JPY
SGP,STOCKLAND STAPLED UNITS LTD,Real Estate,Equity,10284716.56,0.00743,10284716.56,3385166,3.04,Australia,Asx - All Markets,AUD
4204,SEKISUI CHEMICAL LTD,Industrials,Equity,10266314.14,0.00742,10266314.14,649324,15.81,Japan,Tokyo Stock Exchange,JPY
ALO,ALSTOM SA,Industrials,Equity,10253876.37,0.00741,10253876.37,511743,20.04,France,Nyse Euronext - Euronext Paris,EUR
7272,YAMAHA MOTOR LTD,Consumer Discretionary,Equity,10255448.13,0.00741,10255448.13,1433200,7.16,Japan,Tokyo Stock Exchange,JPY
CAR,CAR GROUP LTD,Communication,Equity,10231599.6,0.00739,10231599.6,551099,18.57,Australia,Asx - All Markets,AUD
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,10215389.52,0.00738,10215389.52,221256,46.17,United States,NASDAQ,USD
7259,AISIN CORP,Consumer Discretionary,Equity,10172050.26,0.00735,10172050.26,701394,14.5,Japan,Tokyo Stock Exchange,JPY
5411,JFE HOLDINGS INC,Materials,Equity,10167506.83,0.00734,10167506.83,927087,10.97,Japan,Tokyo Stock Exchange,JPY
ANA,ACCIONA SA,Utilities,Equity,10140040.92,0.00732,10140040.92,36779,275.7,Spain,Bolsa De Madrid,EUR
7201,NISSAN MOTOR LTD,Consumer Discretionary,Equity,10046946.83,0.00726,10046946.83,4327926,2.32,Japan,Tokyo Stock Exchange,JPY
ELISA,ELISA,Communication,Equity,10047780.9,0.00726,10047780.9,209145,48.04,Finland,Nasdaq Omx Helsinki Ltd.,EUR
CAE,CAE INC,Industrials,Equity,10023161.36,0.00724,10023161.36,392009,25.57,Canada,Toronto Stock Exchange,CAD
AVOL,AVOLTA AG,Consumer Discretionary,Equity,9977538.86,0.00721,9977538.86,154528,64.57,Switzerland,SIX Swiss Exchange,CHF
4151,KYOWA KIRIN LTD,Health Care,Equity,9857967.21,0.00712,9857967.21,643412,15.32,Japan,Tokyo Stock Exchange,JPY
SPX,SPIRAX GROUP PLC,Industrials,Equity,9858445.48,0.00712,9858445.48,97410,101.21,United Kingdom,London Stock Exchange,GBP
3088,MATSUKIYOKARA,Consumer Staples,Equity,9863253.13,0.00712,9863253.13,670100,14.72,Japan,Tokyo Stock Exchange,JPY
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,9810945.9,0.00709,9810945.9,66747,146.99,Canada,Toronto Stock Exchange,CAD
NEM,NEMETSCHEK,Information Technology,Equity,9797085.3,0.00708,9797085.3,122867,79.74,Germany,Xetra,EUR
ZAL,ZALANDO,Consumer Discretionary,Equity,9738847.31,0.00703,9738847.31,358278,27.18,Germany,Xetra,EUR
IPN,IPSEN SA,Health Care,Equity,9679554.54,0.00699,9679554.54,51672,187.33,France,Nyse Euronext - Euronext Paris,EUR
KESKOB,KESKO CLASS B,Consumer Staples,Equity,9581224.08,0.00692,9581224.08,403207,23.76,Finland,Nasdaq Omx Helsinki Ltd.,EUR
SCHN,SCHINDLER HOLDING AG,Industrials,Equity,9563082.84,0.00691,9563082.84,28572,334.7,Switzerland,SIX Swiss Exchange,CHF
UHR,THE SWATCH GROUP AG,Consumer Discretionary,Equity,9476632.47,0.00685,9476632.47,39784,238.2,Switzerland,SIX Swiss Exchange,CHF
9107,KAWASAKI KISEN LTD,Industrials,Equity,9479508.74,0.00685,9479508.74,591000,16.04,Japan,Tokyo Stock Exchange,JPY
NIBE B,NIBE INDUSTRIER CLASS B,Industrials,Equity,9485012.97,0.00685,9485012.97,2005905,4.73,Sweden,Nasdaq Omx Nordic,SEK
VER,VERBUND AG,Utilities,Equity,9454481.18,0.00683,9454481.18,127496,74.16,Austria,Wiener Boerse Ag,EUR
HAG,HENSOLDT AG,Industrials,Equity,9408420.3,0.0068,9408420.3,101288,92.89,Germany,Xetra,EUR
SNAP,SNAP INC CLASS A,Communication,Equity,9274128.36,0.0067,9274128.36,1644349,5.64,United States,New York Stock Exchange Inc.,USD
5201,AGC INC,Industrials,Equity,9280928.74,0.0067,9280928.74,256412,36.2,Japan,Tokyo Stock Exchange,JPY
VCX,VICINITY CENTRES,Real Estate,Equity,9231606.37,0.00667,9231606.37,4974289,1.86,Australia,Asx - All Markets,AUD
GJF,GJENSIDIGE FORSIKRING,Financials,Equity,9199264.61,0.00665,9199264.61,326497,28.18,Norway,Oslo Bors Asa,NOK
1878,DAITO TRUST CONSTRUCTION LTD,Real Estate,Equity,9182128.62,0.00663,9182128.62,414470,22.15,Japan,Tokyo Stock Exchange,JPY
PME,PRO MEDICUS LTD,Health Care,Equity,9120874.56,0.00659,9120874.56,89495,101.91,Australia,Asx - All Markets,AUD
STERV,STORA ENSO CLASS R,Materials,Equity,9071791.87,0.00655,9071791.87,748000,12.13,Finland,Nasdaq Omx Helsinki Ltd.,EUR
83,SINO LAND LTD,Real Estate,Equity,9048819.42,0.00654,9048819.42,5826703,1.55,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
4612,NIPPON PAINT HOLDINGS LTD,Materials,Equity,9052236.53,0.00654,9052236.53,1455600,6.22,Japan,Tokyo Stock Exchange,JPY
OTEX,OPEN TEXT CORP,Information Technology,Equity,9022148.86,0.00652,9022148.86,386528,23.34,Canada,Toronto Stock Exchange,CAD
